custom/mean_reward,custom/routes_completed,custom/collision_num,custom/collision_interval,custom/avg_speed,custom/collision_speed,custom/episode_length,custom/avg_center_dev,custom/collision_rate,custom/total_reward,time/num_timesteps,custom/CPM,custom/CPS,custom/total_distance,replay_buffer/sum_recent_rewards,replay_buffer/mean_recent_rewards,train/std,time/episodes,time/total_timesteps,time/time_elapsed,time/fps,rollout/ep_rew_mean,rollout/ep_len_mean,train/critic_loss,train/learning_rate,train/actor_loss,train/ent_coef,train/n_updates,train/ent_coef_loss
0.0,0.008121827411167513,4,274,6.998718807280906,1.13631400489001,75,0.6433584510131678,0.4,0.0,10801,104.91392881089911,0.013333333333333334,9.531622839160264,0.0,0.0,,,,,,,,0.1040063101099804,0.000489327191146496,-12.815996080636978,0.6969649400562048,768,-1.1896056849509478
0.0,0.19047619047619047,4,,7.045190689819317,,66,0.6404475209392482,0.36363636363636365,0.0,10866,,,8.481195653788745,0.0,0.0,,,,,,,,0.1672165781201329,0.0004892640079421439,-13.375579431653023,0.6753683481365442,832,-1.3016760665923357
0.0,0.0058997050147492625,5,306,0.39324872847188214,0.42519173271044064,240,0.027860875642454094,0.4166666666666667,0.0,11105,603.9376645955974,0.004166666666666667,1.6558000247750897,0.0,0.0,,,,,,,,0.13251331937499344,0.000489011316002816,-15.297079890966415,0.5958719067275524,1088,-1.7056034542620182
,,,,,,,,,,,,,,0.0,0.0,0.049874447286129,12,11105,999,11,0.0,925.4166666666666,,,,,,
0.0,0.048458149779735685,5,,1.402812662774406,,423,1.4944660550212336,0.38461538461538464,0.0,11527,,,10.905591536454722,,,,,,,,,,0.15346882911399007,0.0004885692624895999,-17.7136113345623,0.47845322312787175,1536,-2.4167545158416033
0.0,0.003629764065335753,6,447,6.698049445725139,0.4095069886076559,24,0.4950312792674447,0.42857142857142855,0.0,11550,362.3876576143987,0.041666666666666664,2.759475878905505,0.0,0.0,,,,,,,,,,,,,
0.0,0.06818181818181818,6,,8.892437296284845,,27,0.7858271269339082,0.4,0.0,11576,,,4.127790472935885,0.0,0.0,,,,,,,,,,,,,
0.0,0.005194805194805195,7,129,1.0580928084667978,0.38189732243237723,102,0.1088454516483889,0.4375,0.0,11677,512.3191263654254,0.00980392156862745,1.9519083878331003,0.0,0.0,,,,,,,,0.2263369615538977,0.000488442998276096,-18.06229057908058,0.4496715818531811,1664,-2.5827433802187443
,,,,,,,,,,,,,,0.0,0.0,0.0498957522213459,16,11677,1103,10,0.0,729.8125,,,,,,
0.0,0.2765957446808511,7,,4.940382195415314,,152,1.0549252008733692,0.4117647058823529,0.0,11828,,,13.626794821989733,,,,,,,,,,0.14302140596555546,0.000488316750413824,-18.478558361530304,0.42291875928640366,1792,-2.81875704228878
0.0,0.023121387283236993,7,,4.066500000214426,,173,0.3425514142456007,0.3888888888888889,0.0,12000,,,12.559317905256421,0.0,0.0,,,,,,,,0.3136919015960302,0.00048812740927897604,-18.701679348945618,0.38561435462906957,1984,-3.094571266323328
0.0,0.08333333333333333,7,,15.730202768842037,,30,0.7589906435867301,0.3684210526315789,0.0,12029,,,8.436738363001496,0.0,0.0,,,,,,,,,,,,,
0.0,0.07584269662921349,7,,16.091070914907803,,88,0.5080073873868215,0.35,0.0,12116,,,26.083799368003383,0.0,0.0,,,,,,,,0.3006677399389446,0.000488001202294784,-17.966371685266495,0.36281261779367924,2112,-3.213817585259676
,,,,,,,,,,,,,,0.0,0.0,0.04990294203162193,20,12116,1192,10,0.0,605.8,,,,,,
0.0,0.07142857142857142,8,776,1.0608306817421818,4.840376663512703,333,0.08677005011647657,0.38095238095238093,0.0,12448,153.55314318924292,0.003003003003003003,6.512403323242779,,,,,,,,,,0.20512562827207148,0.00048768575637094403,-17.91426169872284,0.3125051464885473,2432,-3.675631280988455
0.0,0.050473186119873815,8,,2.6689314021287425,,376,0.6366930222025312,0.36363636363636365,0.0,12823,,,18.22521748697727,0.0,0.0,,,,,,,,0.034173013671534136,0.00048730735616,-17.192767441272736,0.260197292547673,2816,-4.21634579449892
0.0,0.011904761904761904,8,,10.326830290033028,,23,0.729610802700134,0.34782608695652173,0.0,12845,,,4.066447727615014,0.0,0.0,,,,,,,,,,,,,
0.0,0.007389162561576354,8,,10.300887637970076,,24,0.8158100983734418,0.3333333333333333,0.0,12868,,,4.299518779618666,0.0,0.0,,,,,,,,0.06120006673154421,0.00048724430376550403,-16.914989292621613,0.2522942826617509,2880,-4.447199255228043
,,,,,,,,,,,,,,0.0,0.0,0.04990317299962044,24,12868,1332,9,0.0,536.1666666666666,,,,,,
0.0,0.05128205128205128,8,,0.8193857295573606,,282,0.09692169481062574,0.32,0.0,13149,,,3.967604023892818,,,,,,,,,,0.05412882893870119,0.0004869921350656,-17.571509033441544,0.2227575359866023,3136,-4.958117790520191
0.0,0.006535947712418301,8,,7.484915173589592,,31,0.8389029821269396,0.3076923076923077,0.0,13179,,,3.9879341828636825,0.0,0.0,,,,,,,,,,,,,
0.0,0.05172413793103448,8,,0.7799159083646864,,297,0.1164816683050297,0.2962962962962963,0.0,13475,,,4.045712640385318,0.0,0.0,,,,,,,,0.02580716396914795,0.0004866770161664,-15.786109790205956,0.19034674111753702,3456,-5.471543498337269
0.0,0.0071090047393364926,8,,6.6462660784990035,,35,0.9331088921964887,0.2857142857142857,0.0,13509,,,4.074926984263584,0.0,0.0,,,,,,,,0.04637857592024375,0.000486614004649984,-15.129570499062538,0.18455614848062396,3520,-5.365446554496884
,,,,,,,,,,,,,,0.0,0.0,0.049905333667993546,28,13509,1451,9,0.0,482.4642857142857,,,,,,
0.0,0.1206896551724138,8,,0.943571391810307,,436,2.0608412708019976,0.27586206896551724,0.0,13944,,,7.553529405964582,,,,,,,,,,0.03706674074055627,0.000486236021395456,-10.864985033869743,0.15314357448369265,3904,-6.148324213922024
0.0,0.013513513513513514,8,,4.222974220566293,,60,0.6231742109461863,0.26666666666666666,0.0,14003,,,4.3807410941772105,0.0,0.0,,,,,,,,0.09671327576506883,0.00048617303849369603,-10.050542488694191,0.14848595182411373,3968,-6.1359978169202805
0.0,0.25,9,2187,0.9050619558381657,1.3579748363485886,623,0.6258547687949648,0.2903225806451613,0.0,14625,97.15085115174092,0.0016051364365971107,10.293270600770029,0.0,0.0,,,,,,,,0.01889631768790423,0.00048554343430553593,-10.901986762881279,0.11036873620469123,4608,-6.792095325887203
0.0,0.0106951871657754,9,,0.6267410740939692,,633,1.1729216801884057,0.28125,0.0,15257,,,7.197715353130661,0.0,0.0,,,,,,,,0.007151083774260769,0.00048491423889817595,-11.736878275871277,0.08093946194276214,5248,-8.102231360971928
,,,,,,,,,,,,,,0.0,0.0,0.049891773611307144,32,15257,1785,8,0.0,476.78125,,,,,,
0.0,0.08888888888888889,9,,7.696584152926956,,33,1.0257220925391888,0.2727272727272727,0.0,15289,,,4.509601587895304,,,,,,,,,,,,,,,
